num_of_agents,num_of_items,L,D,greedy_approximation,greedy_approximation_to_total,greedy_approximation_to_MMS,weak_greedy_approximation,weak_greedy_approximation_to_total,weak_greedy_approximation_to_MMS
4,32,4,18,3192,20,82,3044,19,78
4,32,5,22,2923,18,75,2880,18,74
4,32,6,26,2059,13,53,1794,11,46
4,32,7,30,1200,7,30,343,2,8
4,32,8,34,474,3,12,0,0,0
4,32,9,38,49,0,1,0,0,0
4,48,1,6,3922,16,65,3922,16,65
4,48,2,10,4669,19,78,4660,19,78
4,48,3,14,4999,21,84,4995,21,84
4,48,4,18,4954,20,83,4948,20,83
4,48,5,22,5242,22,88,5135,21,86
4,48,6,26,5185,21,87,5100,21,85
4,48,7,30,4894,20,82,4802,20,80
4,48,8,34,4299,18,72,4184,17,70
4,48,9,38,3538,14,59,3294,13,55
4,64,1,6,5104,16,66,5104,16,66
4,64,2,10,6044,19,78,6044,19,78
4,64,3,14,6544,21,85,6540,21,85
4,64,4,18,6648,21,86,6640,21,86
4,64,5,22,6604,21,86,6590,21,85
4,64,6,26,6876,22,89,6864,22,89
4,64,7,30,6994,22,91,6979,22,90
4,64,8,34,6878,22,89,6824,22,88
4,64,9,38,6766,22,88,6705,21,87
4,80,1,6,7303,16,66,7303,16,66
4,80,2,10,8712,19,79,8710,19,79
4,80,3,14,9309,21,84,9303,21,84
4,80,4,18,9672,21,87,9664,21,87
4,80,5,22,9722,22,88,9705,22,88
4,80,6,26,9680,21,87,9468,21,86
4,80,7,30,9800,22,89,9751,22,88
4,80,8,34,9898,22,89,9880,22,89
4,80,9,38,9944,22,90,9792,22,88
4,96,1,6,8296,16,66,8296,16,66
4,96,2,10,9936,19,79,9936,19,79
4,96,3,14,10639,21,85,10632,21,85
4,96,4,18,10824,21,86,10812,21,86
4,96,5,22,11119,22,89,11075,22,88
4,96,6,26,11162,22,89,11118,22,89
4,96,7,30,10937,21,87,10808,21,86
4,96,8,34,10909,21,87,10848,21,87
4,96,9,38,11319,22,90,11304,22,90
4,112,1,6,9220,16,66,9220,16,66
4,112,2,10,11035,19,79,11032,19,79
4,112,3,14,11846,21,85,11844,21,85
4,112,4,18,12200,22,88,12196,22,88
4,112,5,22,12483,22,90,12430,22,89
4,112,6,26,12581,22,90,12564,22,90
4,112,7,30,12591,22,90,12551,22,90
4,112,8,34,12735,23,92,12672,22,91
4,112,9,38,12512,22,90,12348,22,89
4,128,1,6,11037,16,66,11037,16,66
4,128,2,10,13216,19,79,13208,19,79
4,128,3,14,14163,21,85,14157,21,85
4,128,4,18,14679,22,88,14676,22,88
4,128,5,22,15014,22,90,15000,22,90
4,128,6,26,14980,22,90,14922,22,90
4,128,7,30,15252,23,92,15197,22,91
4,128,8,34,15247,23,92,15088,22,91
4,128,9,38,15319,23,92,15228,22,91
4,144,1,6,12107,16,66,12107,16,66
4,144,2,10,14511,19,79,14510,19,79
4,144,3,14,15549,21,85,15546,21,85
4,144,4,18,16121,22,88,16112,22,88
4,144,5,22,16385,22,90,16365,22,90
4,144,6,26,16548,22,91,16524,22,90
4,144,7,30,16778,23,92,16751,23,92
4,144,8,34,16813,23,92,16784,23,92
4,144,9,38,16919,23,93,16857,23,92
4,160,1,6,13177,16,66,13177,16,66
4,160,2,10,15799,19,79,15798,19,79
4,160,3,14,16871,21,85,16866,21,85
4,160,4,18,17455,22,88,17440,22,88
4,160,5,22,17811,22,90,17775,22,89
4,160,6,26,17991,22,90,17970,22,90
4,160,7,30,18350,23,92,18333,23,92
4,160,8,34,18259,23,92,18168,22,91
4,160,9,38,18527,23,93,18495,23,93
4,176,1,6,15691,16,66,15691,16,66
4,176,2,10,18827,19,79,18824,19,79
4,176,3,14,20168,21,85,20163,21,85
4,176,4,18,20880,22,88,20860,22,88
4,176,5,22,21312,22,90,21305,22,90
4,176,6,26,21603,22,91,21576,22,91
4,176,7,30,21749,23,92,21700,23,92
4,176,8,34,21816,23,92,21784,23,92
4,176,9,38,22077,23,93,22050,23,93
4,192,1,6,16130,16,66,16130,16,66
4,192,2,10,19320,19,79,19314,19,79
4,192,3,14,20704,21,85,20703,21,85
4,192,4,18,21440,22,88,21424,22,88
4,192,5,22,21842,22,90,21830,22,90
4,192,6,26,22262,22,91,22254,22,91
4,192,7,30,22423,23,92,22414,23,92
4,192,8,34,22584,23,93,22552,23,93
4,192,9,38,22596,23,93,22383,23,92
4,208,1,6,17692,16,66,17692,16,66
4,208,2,10,21224,19,79,21220,19,79
4,208,3,14,22732,21,85,22725,21,85
4,208,4,18,23568,22,88,23564,22,88
4,208,5,22,24097,22,90,24085,22,90
4,208,6,26,24437,23,92,24408,22,91
4,208,7,30,24622,23,92,24605,23,92
4,208,8,34,24683,23,92,24672,23,92
4,208,9,38,24927,23,93,24885,23,93
4,224,1,6,19001,16,66,19001,16,66
4,224,2,10,22794,19,79,22794,19,79
4,224,3,14,24411,21,85,24405,21,85
4,224,4,18,25314,22,88,25308,22,88
4,224,5,22,25878,22,90,25870,22,90
4,224,6,26,26264,23,92,26256,23,92
4,224,7,30,26514,23,93,26481,23,92
4,224,8,34,26764,23,93,26744,23,93
4,224,9,38,26846,23,94,26829,23,94
4,240,1,6,20664,16,66,20664,16,66
4,240,2,10,24794,19,79,24794,19,79
4,240,3,14,26555,21,85,26553,21,85
4,240,4,18,27494,22,88,27460,22,88
4,240,5,22,28074,22,90,28015,22,90
4,240,6,26,28443,22,91,28398,22,91
4,240,7,30,28794,23,92,28784,23,92
4,240,8,34,29052,23,93,29016,23,93
4,240,9,38,29286,23,94,29223,23,94
4,256,1,6,21104,16,66,21104,16,66
4,256,2,10,25321,19,79,25320,19,79
4,256,3,14,27089,21,85,27084,21,85
4,256,4,18,28063,22,88,28052,22,88
4,256,5,22,28719,22,90,28710,22,90
4,256,6,26,29127,22,91,29112,22,91
4,256,7,30,29434,23,92,29414,23,92
4,256,8,34,29641,23,93,29608,23,93
4,256,9,38,29666,23,93,29628,23,93
4,272,1,6,22912,16,66,22912,16,66
4,272,2,10,27479,19,79,27476,19,79
4,272,3,14,29448,21,85,29442,21,85
4,272,4,18,30480,22,88,30464,22,88
4,272,5,22,31211,22,90,31205,22,90
4,272,6,26,31676,23,92,31650,23,92
4,272,7,30,31846,23,92,31815,23,92
4,272,8,34,32242,23,93,32216,23,93
4,272,9,38,32394,23,94,32355,23,94
4,288,1,6,23436,16,66,23436,16,66
4,288,2,10,28120,19,79,28120,19,79
4,288,3,14,30120,21,85,30120,21,85
4,288,4,18,31235,22,88,31232,22,88
4,288,5,22,31873,22,90,31870,22,90
4,288,6,26,32260,22,91,32244,22,91
4,288,7,30,32748,23,93,32739,23,93
4,288,8,34,32980,23,93,32968,23,93
4,288,9,38,33181,23,94,33165,23,94
4,304,1,6,25194,16,66,25194,16,66
4,304,2,10,30234,19,79,30234,19,79
4,304,3,14,32379,21,85,32379,21,85
4,304,4,18,33577,22,88,33572,22,88
4,304,5,22,34337,22,90,34330,22,90
4,304,6,26,34863,23,92,34842,23,92
4,304,7,30,35116,23,92,35105,23,92
4,304,8,34,35433,23,93,35424,23,93
4,304,9,38,35632,23,94,35613,23,94
6,24,1,9,1160,10,63,1160,10,63
6,24,2,15,1337,12,72,1328,12,72
6,24,3,21,650,5,35,636,5,34
6,24,4,27,23,0,1,0,0,0
6,24,5,33,0,0,0,0,0,0
6,24,6,39,0,0,0,0,0,0
6,24,7,45,0,0,0,0,0,0
6,24,8,51,0,0,0,0,0,0
6,24,9,57,0,0,0,0,0,0
6,48,1,9,2698,10,65,2698,10,65
6,48,2,15,3081,12,74,3078,12,74
6,48,3,21,3499,14,84,3498,14,84
6,48,4,27,3371,13,81,3364,13,81
6,48,5,33,3224,12,77,3210,12,77
6,48,6,39,2585,10,62,2466,9,59
6,48,7,45,1180,4,28,868,3,20
6,48,8,51,262,1,6,0,0,0
6,48,9,57,0,0,0,0,0,0
6,72,1,9,4260,10,65,4260,10,65
6,72,2,15,5039,12,77,5020,12,77
6,72,3,21,5419,13,83,5412,13,83
6,72,4,27,5425,13,83,5412,13,83
6,72,5,33,5689,14,87,5655,14,87
6,72,6,39,5806,14,89,5748,14,88
6,72,7,45,5535,14,85,5453,14,84
6,72,8,51,5198,13,80,5152,13,79
6,72,9,57,4210,10,64,3951,10,60
6,96,1,9,5482,11,66,5482,11,66
6,96,2,15,6508,13,79,6506,13,78
6,96,3,21,6988,14,84,6987,14,84
6,96,4,27,7214,14,87,7208,14,87
6,96,5,33,6904,13,83,6870,13,83
6,96,6,39,7220,14,87,7194,14,87
6,96,7,45,7526,15,91,7497,15,91
6,96,8,51,7488,15,90,7408,14,89
6,96,9,57,6988,14,84,6912,13,83
6,120,1,9,6507,11,66,6507,11,66
6,120,2,15,7711,13,78,7702,13,78
6,120,3,21,8252,13,83,8247,13,83
6,120,4,27,8597,14,87,8588,14,87
6,120,5,33,8630,14,87,8610,14,87
6,120,6,39,8603,14,87,8412,14,85
6,120,7,45,8696,14,88,8680,14,88
6,120,8,51,8665,14,88,8616,14,87
6,120,9,57,8763,14,89,8730,14,88
6,144,1,9,8489,11,66,8489,11,66
6,144,2,15,10162,13,79,10160,13,79
6,144,3,21,10857,14,85,10854,14,85
6,144,4,27,11078,14,86,11072,14,86
6,144,5,33,11350,14,89,11340,14,88
6,144,6,39,11603,15,90,11586,15,90
6,144,7,45,10957,14,85,10920,14,85
6,144,8,51,11148,14,87,11104,14,87
6,144,9,57,11590,15,90,11565,15,90
6,168,1,9,9159,11,66,9159,11,66
6,168,2,15,10990,13,79,10990,13,79
6,168,3,21,11686,14,84,11682,14,84
6,168,4,27,12099,14,87,12088,14,87
6,168,5,33,12305,14,89,12295,14,89
6,168,6,39,12507,15,90,12426,15,90
6,168,7,45,12560,15,91,12467,15,90
6,168,8,51,12662,15,92,12624,15,91
6,168,9,57,12103,14,87,11997,14,87
6,192,1,9,10250,11,66,10250,11,66
6,192,2,15,12284,13,79,12284,13,79
6,192,3,21,13047,14,84,13038,14,84
6,192,4,27,13429,14,87,13408,14,87
6,192,5,33,13775,14,89,13750,14,89
6,192,6,39,13775,14,89,13758,14,89
6,192,7,45,14247,15,92,14238,15,92
6,192,8,51,14173,15,92,14112,15,91
6,192,9,57,14096,15,91,14022,15,91
6,216,1,9,11071,11,66,11071,11,66
6,216,2,15,13284,13,79,13282,13,79
6,216,3,21,14221,14,85,14217,14,85
6,216,4,27,14713,14,88,14700,14,88
6,216,5,33,15034,15,90,15020,15,90
6,216,6,39,15220,15,91,15216,15,91
6,216,7,45,15230,15,91,15197,15,91
6,216,8,51,15552,15,93,15544,15,93
6,216,9,57,15533,15,93,15516,15,93
6,240,1,9,13832,11,66,13832,11,66
6,240,2,15,16585,13,79,16582,13,79
6,240,3,21,17754,14,85,17751,14,85
6,240,4,27,18352,14,88,18340,14,88
6,240,5,33,18782,15,90,18775,15,90
6,240,6,39,19089,15,91,19080,15,91
6,240,7,45,19252,15,92,19229,15,92
6,240,8,51,19349,15,93,19304,15,92
6,240,9,57,19488,15,93,19467,15,93
6,264,1,9,13879,11,66,13879,11,66
6,264,2,15,16654,13,79,16654,13,79
6,264,3,21,17826,14,85,17823,14,85
6,264,4,27,18444,14,88,18440,14,88
6,264,5,33,18858,15,90,18840,15,90
6,264,6,39,19066,15,91,19056,15,91
6,264,7,45,19221,15,92,19201,15,92
6,264,8,51,19339,15,92,19336,15,92
6,264,9,57,19424,15,93,19404,15,93
6,288,1,9,15247,11,66,15247,11,66
6,288,2,15,18284,13,79,18284,13,79
6,288,3,21,19576,14,85,19575,14,85
6,288,4,27,20266,14,88,20264,14,88
6,288,5,33,20681,15,90,20660,15,90
6,288,6,39,21042,15,91,21036,15,91
6,288,7,45,21227,15,92,21224,15,92
6,288,8,51,21285,15,93,21240,15,92
6,288,9,57,21287,15,93,21258,15,92
6,312,1,9,17476,11,66,17476,11,66
6,312,2,15,20963,13,79,20962,13,79
6,312,3,21,22452,14,85,22452,14,85
6,312,4,27,23252,14,88,23252,14,88
6,312,5,33,23784,15,90,23780,15,90
6,312,6,39,24136,15,92,24132,15,92
6,312,7,45,24322,15,92,24304,15,92
6,312,8,51,24563,15,93,24544,15,93
6,312,9,57,24540,15,93,24525,15,93
6,336,1,9,18735,11,66,18735,11,66
6,336,2,15,22476,13,79,22476,13,79
6,336,3,21,24060,14,85,24039,14,85
6,336,4,27,24952,14,88,24936,14,88
6,336,5,33,25515,15,90,25510,15,90
6,336,6,39,25891,15,92,25884,15,92
6,336,7,45,26095,15,92,26054,15,92
6,336,8,51,26326,15,93,26288,15,93
6,336,9,57,26453,15,94,26433,15,94
6,360,1,9,20603,11,66,20603,11,66
6,360,2,15,24715,13,79,24714,13,79
6,360,3,21,26447,14,85,26445,14,85
6,360,4,27,27393,14,88,27388,14,88
6,360,5,33,27941,15,90,27935,15,90
6,360,6,39,28426,15,91,28416,15,91
6,360,7,45,28713,15,92,28707,15,92
6,360,8,51,28776,15,93,28752,15,93
6,360,9,57,29207,15,94,29187,15,94
6,384,1,9,20767,11,66,20767,11,66
6,384,2,15,24916,13,79,24916,13,79
6,384,3,21,26672,14,85,26670,14,85
6,384,4,27,27655,14,88,27652,14,88
6,384,5,33,28278,15,90,28275,15,90
6,384,6,39,28643,15,91,28638,15,91
6,384,7,45,28975,15,93,28973,15,92
6,384,8,51,29217,15,93,29200,15,93
6,384,9,57,29360,15,94,29331,15,94
6,408,1,9,21608,11,66,21608,11,66
6,408,2,15,25929,13,79,25928,13,79
6,408,3,21,27763,14,85,27759,14,85
6,408,4,27,28754,14,88,28752,14,88
6,408,5,33,29436,15,90,29430,15,90
6,408,6,39,29874,15,92,29868,15,92
6,408,7,45,30015,15,92,30002,15,92
6,408,8,51,30329,15,93,30320,15,93
6,408,9,57,30472,15,94,30447,15,93
6,432,1,9,24662,11,66,24662,11,66
6,432,2,15,29593,13,79,29592,13,79
6,432,3,21,31703,14,85,31701,14,85
6,432,4,27,32835,14,88,32832,14,88
6,432,5,33,33599,15,90,33595,15,90
6,432,6,39,34106,15,92,34104,15,92
6,432,7,45,34407,15,92,34405,15,92
6,432,8,51,34594,15,93,34584,15,93
6,432,9,57,34812,15,94,34803,15,94
6,456,1,9,27612,11,66,27612,11,66
6,456,2,15,33130,13,79,33128,13,79
6,456,3,21,35486,14,85,35484,14,85
6,456,4,27,36775,14,88,36772,14,88
6,456,5,33,37591,15,90,37585,15,90
6,456,6,39,38193,15,92,38184,15,92
6,456,7,45,38503,15,92,38486,15,92
6,456,8,51,38806,15,93,38776,15,93
6,456,9,57,38899,15,93,38790,15,93
8,32,1,12,1421,7,62,1421,7,62
8,32,2,20,1639,9,72,1638,9,72
8,32,3,28,867,4,38,804,4,35
8,32,4,36,0,0,0,0,0,0
8,32,5,44,0,0,0,0,0,0
8,32,6,52,0,0,0,0,0,0
8,32,7,60,0,0,0,0,0,0
8,32,8,68,0,0,0,0,0,0
8,32,9,76,0,0,0,0,0,0
8,64,1,12,2842,8,65,2842,8,65
8,64,2,20,3301,9,76,3298,9,76
8,64,3,28,3542,10,82,3513,10,81
8,64,4,36,3685,10,85,3640,10,84
8,64,5,44,3320,9,76,3285,9,76
8,64,6,52,2494,7,57,2382,6,55
8,64,7,60,1349,3,31,1169,3,27
8,64,8,68,399,1,9,0,0,0
8,64,9,76,0,0,0,0,0,0
8,96,1,12,3574,8,66,3574,8,66
8,96,2,20,4260,9,79,4260,9,79
8,96,3,28,4534,10,84,4533,10,84
8,96,4,36,4518,10,84,4512,10,84
8,96,5,44,4714,10,87,4705,10,87
8,96,6,52,4516,10,84,4494,10,83
8,96,7,60,4245,9,79,4235,9,78
8,96,8,68,3930,9,73,3888,9,72
8,96,9,76,2944,6,54,2907,6,54
8,128,1,12,4794,8,66,4794,8,66
8,128,2,20,5740,9,79,5736,9,79
8,128,3,28,6093,10,84,6090,10,84
8,128,4,36,6251,10,86,6248,10,86
8,128,5,44,6180,10,85,6165,10,85
8,128,6,52,6426,11,89,6414,11,89
8,128,7,60,6448,11,89,6419,11,89
8,128,8,68,6342,11,88,6328,10,87
8,128,9,76,5945,10,82,5895,10,81
8,160,1,12,6753,8,66,6753,8,66
8,160,2,20,8056,9,79,8038,9,79
8,160,3,28,8635,10,84,8634,10,84
8,160,4,36,8908,10,87,8876,10,87
8,160,5,44,9118,11,89,9110,11,89
8,160,6,52,8757,10,86,8694,10,85
8,160,7,60,9027,11,88,9016,11,88
8,160,8,68,9326,11,91,9304,11,91
8,160,9,76,9470,11,93,9450,11,93
8,192,1,12,7696,8,66,7696,8,66
8,192,2,20,9209,9,79,9208,9,79
8,192,3,28,9816,10,84,9804,10,84
8,192,4,36,10200,11,88,10192,11,88
8,192,5,44,10418,11,90,10395,11,89
8,192,6,52,10508,11,90,10488,11,90
8,192,7,60,10215,11,88,10178,11,88
8,192,8,68,10248,11,88,10200,11,88
8,192,9,76,10606,11,91,10557,11,91
8,224,1,12,9599,8,66,9599,8,66
8,224,2,20,11511,9,79,11510,9,79
8,224,3,28,12319,10,85,12309,10,85
8,224,4,36,12771,11,88,12768,11,88
8,224,5,44,12838,11,89,12830,11,89
8,224,6,52,13205,11,91,13170,11,91
8,224,7,60,13343,11,92,13335,11,92
8,224,8,68,12909,11,89,12888,11,89
8,224,9,76,12807,11,88,12753,11,88
8,256,1,12,10790,8,66,10790,8,66
8,256,2,20,12938,9,79,12938,9,79
8,256,3,28,13834,10,85,13833,10,85
8,256,4,36,14305,11,88,14304,11,88
8,256,5,44,14600,11,90,14590,11,90
8,256,6,52,14602,11,90,14586,11,90
8,256,7,60,14942,11,92,14938,11,92
8,256,8,68,14966,11,92,14928,11,92
8,256,9,76,14886,11,91,14859,11,91
8,288,1,12,11387,8,66,11387,8,66
8,288,2,20,13629,9,79,13628,9,79
8,288,3,28,14588,10,85,14583,10,85
8,288,4,36,15120,11,88,15120,11,88
8,288,5,44,15454,11,90,15450,11,90
8,288,6,52,15569,11,91,15564,11,91
8,288,7,60,15689,11,91,15687,11,91
8,288,8,68,15971,11,93,15952,11,93
8,288,9,76,15996,11,93,15975,11,93
8,320,1,12,13521,8,66,13521,8,66
8,320,2,20,16189,9,79,16188,9,79
8,320,3,28,17356,10,85,17355,10,85
8,320,4,36,17936,11,88,17932,11,88
8,320,5,44,18330,11,90,18325,11,90
8,320,6,52,18672,11,92,18666,11,92
8,320,7,60,18838,11,92,18830,11,92
8,320,8,68,18802,11,92,18784,11,92
8,320,9,76,19046,11,93,19026,11,93
8,352,1,12,14492,8,66,14492,8,66
8,352,2,20,17388,9,79,17388,9,79
8,352,3,28,18608,10,85,18606,10,85
8,352,4,36,19256,11,88,19252,11,88
8,352,5,44,19632,11,90,19625,11,90
8,352,6,52,19905,11,91,19890,11,91
8,352,7,60,20180,11,92,20160,11,92
8,352,8,68,20023,11,92,20016,11,92
8,352,9,76,20306,11,93,20277,11,93
8,384,1,12,16864,8,66,16864,8,66
8,384,2,20,20245,9,79,20244,9,79
8,384,3,28,21654,10,85,21648,10,85
8,384,4,36,22401,11,88,22396,11,88
8,384,5,44,22882,11,90,22860,11,90
8,384,6,52,23272,11,91,23244,11,91
8,384,7,60,23473,11,92,23464,11,92
8,384,8,68,23635,11,93,23608,11,93
8,384,9,76,23446,11,92,23418,11,92
8,416,1,12,16470,8,66,16470,8,66
8,416,2,20,19750,9,79,19750,9,79
8,416,3,28,21165,10,85,21165,10,85
8,416,4,36,21917,11,88,21916,11,88
8,416,5,44,22360,11,90,22350,11,90
8,416,6,52,22648,11,91,22638,11,91
8,416,7,60,22854,11,92,22848,11,92
8,416,8,68,22929,11,92,22920,11,92
8,416,9,76,23229,11,93,23220,11,93
8,448,1,12,19265,8,66,19265,8,66
8,448,2,20,23103,9,79,23102,9,79
8,448,3,28,24748,10,85,24747,10,85
8,448,4,36,25637,11,88,25636,11,88
8,448,5,44,26135,11,90,26130,11,90
8,448,6,52,26573,11,91,26568,11,91
8,448,7,60,26844,11,92,26838,11,92
8,448,8,68,26969,11,93,26952,11,93
8,448,9,76,27175,11,94,27144,11,93
8,480,1,12,20047,8,66,20047,8,66
8,480,2,20,24047,9,79,24042,9,79
8,480,3,28,25761,10,85,25761,10,85
8,480,4,36,26664,11,88,26660,11,88
8,480,5,44,27241,11,90,27235,11,90
8,480,6,52,27649,11,91,27624,11,91
8,480,7,60,27979,11,93,27958,11,92
8,480,8,68,28002,11,93,27960,11,92
8,480,9,76,28252,11,93,28206,11,93
8,512,1,12,21759,8,66,21759,8,66
8,512,2,20,26110,9,79,26108,9,79
8,512,3,28,27966,10,85,27963,10,85
8,512,4,36,28965,11,88,28956,11,88
8,512,5,44,29613,11,90,29600,11,90
8,512,6,52,30051,11,92,30042,11,92
8,512,7,60,30392,11,93,30387,11,93
8,512,8,68,30622,11,93,30616,11,93
8,512,9,76,30729,11,94,30708,11,94
8,544,1,12,22852,8,66,22852,8,66
8,544,2,20,27412,9,79,27410,9,79
8,544,3,28,29375,10,85,29373,10,85
8,544,4,36,30457,11,88,30456,11,88
8,544,5,44,31112,11,90,31105,11,90
8,544,6,52,31569,11,92,31560,11,92
8,544,7,60,31789,11,92,31759,11,92
8,544,8,68,32120,11,93,32112,11,93
8,544,9,76,32264,11,94,32247,11,94
8,576,1,12,24512,8,66,24512,8,66
8,576,2,20,29402,9,79,29402,9,79
8,576,3,28,31509,10,85,31509,10,85
8,576,4,36,32639,11,88,32636,11,88
8,576,5,44,33328,11,90,33320,11,90
8,576,6,52,33891,11,92,33888,11,92
8,576,7,60,34210,11,93,34188,11,92
8,576,8,68,34520,11,93,34504,11,93
8,576,9,76,34688,11,94,34668,11,94
8,608,1,12,25896,8,66,25896,8,66
8,608,2,20,31072,9,79,31072,9,79
8,608,3,28,33281,10,85,33279,10,85
8,608,4,36,34474,11,88,34468,11,88
8,608,5,44,35197,11,90,35195,11,90
8,608,6,52,35733,11,91,35730,11,91
8,608,7,60,36226,11,93,36225,11,93
8,608,8,68,36359,11,93,36336,11,93
8,608,9,76,36668,11,94,36648,11,94
10,40,1,15,1091,6,64,1091,6,64
10,40,2,25,1159,6,68,1156,6,68
10,40,3,35,429,2,25,405,2,24
10,40,4,45,0,0,0,0,0,0
10,40,5,55,0,0,0,0,0,0
10,40,6,65,0,0,0,0,0,0
10,40,7,75,0,0,0,0,0,0
10,40,8,85,0,0,0,0,0,0
10,40,9,95,0,0,0,0,0,0
10,80,1,15,2661,6,65,2661,6,65
10,80,2,25,3052,7,75,3040,7,75
10,80,3,35,3348,8,82,3348,8,82
10,80,4,45,3358,8,83,3340,8,82
10,80,5,55,3182,7,78,3155,7,78
10,80,6,65,2308,5,57,2232,5,55
10,80,7,75,1018,2,25,917,2,22
10,80,8,85,83,0,2,0,0,0
10,80,9,95,0,0,0,0,0,0
10,120,1,15,3841,6,66,3841,6,66
10,120,2,25,4562,7,78,4560,7,78
10,120,3,35,4815,8,83,4812,8,83
10,120,4,45,4842,8,83,4836,8,83
10,120,5,55,5144,8,88,5135,8,88
10,120,6,65,5015,8,86,4974,8,86
10,120,7,75,4892,8,84,4872,8,84
10,120,8,85,4515,7,78,4488,7,77
10,120,9,95,3715,6,64,3681,6,63
10,160,1,15,4907,6,66,4907,6,66
10,160,2,25,5884,7,79,5884,7,79
10,160,3,35,6236,8,84,6231,8,84
10,160,4,45,6445,8,87,6432,8,87
10,160,5,55,6262,8,84,6245,8,84
10,160,6,65,6457,8,87,6438,8,87
10,160,7,75,6529,8,88,6510,8,88
10,160,8,85,6506,8,88,6472,8,87
10,160,9,95,6135,8,83,6111,8,82
10,200,1,15,6631,6,66,6631,6,66
10,200,2,25,7894,7,79,7890,7,79
10,200,3,35,8439,8,84,8430,8,84
10,200,4,45,8746,8,87,8744,8,87
10,200,5,55,8791,8,88,8785,8,88
10,200,6,65,8720,8,87,8658,8,86
10,200,7,75,8705,8,87,8687,8,87
10,200,8,85,9072,9,91,9048,9,90
10,200,9,95,9132,9,91,9054,9,90
10,240,1,15,7810,6,66,7810,6,66
10,240,2,25,9354,7,79,9354,7,79
10,240,3,35,9984,8,84,9981,8,84
10,240,4,45,10226,8,87,10224,8,87
10,240,5,55,10534,8,89,10530,8,89
10,240,6,65,10719,9,91,10716,9,91
10,240,7,75,10345,8,88,10311,8,87
10,240,8,85,10421,8,88,10408,8,88
10,240,9,95,10686,9,90,10674,9,90
10,280,1,15,9475,6,66,9475,6,66
10,280,2,25,11330,7,79,11330,7,79
10,280,3,35,12108,8,85,12096,8,84
10,280,4,45,12615,8,88,12612,8,88
10,280,5,55,12626,8,88,12610,8,88
10,280,6,65,12993,9,91,12990,9,91
10,280,7,75,12994,9,91,12950,9,90
10,280,8,85,12825,9,90,12776,8,89
10,280,9,95,12155,8,85,12096,8,84
10,320,1,15,11000,6,66,11000,6,66
10,320,2,25,13163,7,79,13158,7,79
10,320,3,35,14112,8,85,14112,8,85
10,320,4,45,14547,8,88,14544,8,88
10,320,5,55,14886,9,90,14875,9,90
10,320,6,65,14777,8,89,14766,8,89
10,320,7,75,15304,9,92,15295,9,92
10,320,8,85,15350,9,92,15328,9,92
10,320,9,95,15221,9,92,15210,9,92
10,360,1,15,11325,6,66,11325,6,66
10,360,2,25,13582,7,79,13582,7,79
10,360,3,35,14545,8,85,14544,8,85
10,360,4,45,15082,8,88,15080,8,88
10,360,5,55,15384,9,90,15375,9,90
10,360,6,65,15535,9,91,15528,9,91
10,360,7,75,15563,9,91,15554,9,91
10,360,8,85,15854,9,93,15848,9,93
10,360,9,95,15942,9,93,15921,9,93
10,400,1,15,13278,6,66,13278,6,66
10,400,2,25,15926,7,79,15926,7,79
10,400,3,35,17028,8,85,17025,8,85
10,400,4,45,17616,8,88,17612,8,88
10,400,5,55,17902,8,89,17900,8,89
10,400,6,65,18226,9,91,18222,9,91
10,400,7,75,18257,9,91,18249,9,91
10,400,8,85,18456,9,92,18448,9,92
10,400,9,95,18762,9,94,18756,9,94
10,440,1,15,14942,6,66,14942,6,66
10,440,2,25,17928,7,79,17928,7,79
10,440,3,35,19179,8,85,19176,8,85
10,440,4,45,19831,8,88,19828,8,88
10,440,5,55,20306,9,90,20305,9,90
10,440,6,65,20555,9,91,20544,9,91
10,440,7,75,20811,9,92,20790,9,92
10,440,8,85,20754,9,92,20744,9,92
10,440,9,95,20948,9,93,20943,9,93
10,480,1,15,15912,6,66,15912,6,66
10,480,2,25,19094,7,79,19094,7,79
10,480,3,35,20429,8,85,20427,8,85
10,480,4,45,21175,8,88,21168,8,88
10,480,5,55,21630,9,90,21615,9,90
10,480,6,65,21882,9,91,21864,9,91
10,480,7,75,22227,9,93,22211,9,92
10,480,8,85,22246,9,93,22232,9,93
10,480,9,95,22145,9,92,22113,9,92
10,520,1,15,17877,6,66,17877,6,66
10,520,2,25,21442,7,79,21442,7,79
10,520,3,35,22920,8,85,22920,8,85
10,520,4,45,23782,8,88,23780,8,88
10,520,5,55,24300,9,90,24295,9,90
10,520,6,65,24574,9,91,24540,9,91
10,520,7,75,24641,9,91,24619,9,91
10,520,8,85,25062,9,93,25040,9,93
10,520,9,95,25184,9,93,25164,9,93
10,560,1,15,18654,6,66,18654,6,66
10,560,2,25,22389,7,79,22388,7,79
10,560,3,35,23913,8,85,23910,8,85
10,560,4,45,24838,8,88,24836,8,88
10,560,5,55,25368,9,90,25365,9,90
10,560,6,65,25696,9,91,25686,9,91
10,560,7,75,25966,9,92,25956,9,92
10,560,8,85,26102,9,93,26096,9,93
10,560,9,95,26428,9,94,26388,9,94
10,600,1,15,19851,6,66,19851,6,66
10,600,2,25,23803,7,79,23802,7,79
10,600,3,35,25500,8,85,25497,8,85
10,600,4,45,26413,8,88,26404,8,88
10,600,5,55,26899,9,90,26895,9,90
10,600,6,65,27385,9,91,27366,9,91
10,600,7,75,27722,9,93,27713,9,93
