num_of_agents,num_of_items,L,D,greedy_approximation,greedy_approximation_to_total,greedy_approximation_to_MMS,weak_greedy_approximation,weak_greedy_approximation_to_total,weak_greedy_approximation_to_MMS
6,336,2,15,23723,13,79,23722,13,79
6,336,3,21,25408,14,85,25401,14,85
6,336,4,27,26314,14,88,26304,14,88
6,336,5,33,26911,15,90,26905,15,90
6,336,6,39,27330,15,92,27318,15,92
6,336,7,45,27491,15,92,27475,15,92
6,336,8,51,27775,15,93,27744,15,93
6,336,9,57,27879,15,93,27846,15,93
6,360,1,9,19579,11,66,19579,11,66
6,360,2,15,23477,13,79,23472,13,79
6,360,3,21,25155,14,85,25146,14,85
6,360,4,27,26096,14,88,26092,14,88
6,360,5,33,26589,15,90,26585,15,90
6,360,6,39,27042,15,92,27018,15,91
6,360,7,45,27325,15,92,27265,15,92
6,360,8,51,27370,15,93,27296,15,92
6,360,9,57,27711,15,94,27684,15,94
6,384,1,9,21123,11,66,21123,11,66
6,384,2,15,25341,13,79,25340,13,79
6,384,3,21,27147,14,85,27147,14,85
6,384,4,27,28123,14,88,28120,14,88
6,384,5,33,28773,15,90,28770,15,90
6,384,6,39,29152,15,91,29142,15,91
6,384,7,45,29532,15,93,29519,15,93
6,384,8,51,29773,15,93,29760,15,93
6,384,9,57,29772,15,93,29745,15,93
6,408,1,9,22089,11,66,22089,11,66
6,408,2,15,26494,13,79,26494,13,79
6,408,3,21,28393,14,85,28392,14,85
6,408,4,27,29423,14,88,29420,14,88
6,408,5,33,30105,15,90,30100,15,90
6,408,6,39,30528,15,92,30528,15,92
6,408,7,45,30711,15,92,30695,15,92
6,408,8,51,31038,15,93,31024,15,93
6,408,9,57,31105,15,93,31086,15,93
6,432,1,9,23962,11,66,23962,11,66
6,432,2,15,28745,13,79,28744,13,79
6,432,3,21,30789,14,85,30786,14,85
6,432,4,27,31888,14,88,31884,14,88
6,432,5,33,32550,15,90,32540,15,90
6,432,6,39,33046,15,91,33030,15,91
6,432,7,45,33423,15,92,33418,15,92
6,432,8,51,33722,15,93,33720,15,93
6,432,9,57,33904,15,94,33876,15,94
6,456,1,9,25066,11,66,25066,11,66
6,456,2,15,30075,13,79,30074,13,79
6,456,3,21,32215,14,85,32214,14,85
6,456,4,27,33361,14,88,33356,14,88
6,456,5,33,34099,15,90,34095,15,90
6,456,6,39,34640,15,92,34632,15,92
6,456,7,45,34879,15,92,34867,15,92
6,456,8,51,35083,15,93,35072,15,93
6,456,9,57,35360,15,94,35307,15,93
8,32,1,12,1146,7,63,1146,7,63
8,32,2,20,1288,8,71,1282,8,71
8,32,3,28,540,3,30,486,3,27
8,32,4,36,0,0,0,0,0,0
8,32,5,44,0,0,0,0,0,0
8,32,6,52,0,0,0,0,0,0
8,32,7,60,0,0,0,0,0,0
8,32,8,68,0,0,0,0,0,0
8,32,9,76,0,0,0,0,0,0
8,64,1,12,2684,8,64,2684,8,64
8,64,2,20,3055,9,73,3054,9,73
8,64,3,28,3451,10,83,3447,10,83
8,64,4,36,3431,10,82,3368,10,81
8,64,5,44,3291,9,79,3250,9,78
8,64,6,52,2627,7,63,2568,7,61
8,64,7,60,1169,3,28,896,2,21
8,64,8,68,223,0,5,0,0,0
8,64,9,76,0,0,0,0,0,0
8,96,1,12,3841,8,66,3841,8,66
8,96,2,20,4602,9,79,4600,9,79
8,96,3,28,4850,10,83,4842,10,83
8,96,4,36,4960,10,85,4944,10,85
8,96,5,44,5137,11,88,5135,11,88
8,96,6,52,5089,10,87,5040,10,86
8,96,7,60,4848,10,83,4816,10,82
8,96,8,68,4239,9,73,4184,9,72
8,96,9,76,3429,7,59,3330,7,57
8,128,1,12,5095,8,66,5095,8,66
8,128,2,20,6075,9,79,6074,9,79
8,128,3,28,6490,10,84,6486,10,84
8,128,4,36,6691,10,87,6684,10,87
8,128,5,44,6350,10,82,6345,10,82
8,128,6,52,6804,11,88,6768,11,88
8,128,7,60,6759,11,88,6741,10,87
8,128,8,68,6750,11,88,6704,10,87
8,128,9,76,6606,10,86,6579,10,85
8,160,1,12,6362,8,66,6362,8,66
8,160,2,20,7572,9,79,7566,9,79
8,160,3,28,8142,10,85,8139,10,85
8,160,4,36,8400,10,87,8396,10,87
8,160,5,44,8547,11,89,8535,11,89
8,160,6,52,8206,10,85,8190,10,85
8,160,7,60,8438,11,88,8414,11,88
8,160,8,68,8724,11,91,8704,11,91
8,160,9,76,8854,11,92,8838,11,92
8,192,1,12,8152,8,66,8152,8,66
8,192,2,20,9767,9,79,9766,9,79
8,192,3,28,10332,10,84,10326,10,84
8,192,4,36,10785,11,88,10776,11,88
8,192,5,44,11035,11,90,11030,11,90
8,192,6,52,11170,11,91,11154,11,91
8,192,7,60,10871,11,88,10843,11,88
8,192,8,68,10564,10,86,10528,10,85
8,192,9,76,11031,11,90,11007,11,89
8,224,1,12,9755,8,66,9755,8,66
8,224,2,20,11684,9,79,11684,9,79
8,224,3,28,12478,10,85,12477,10,85
8,224,4,36,12896,11,88,12888,10,87
8,224,5,44,13018,11,88,13015,11,88
8,224,6,52,13432,11,91,13428,11,91
8,224,7,60,13523,11,92,13510,11,92
8,224,8,68,13199,11,90,13184,11,90
8,224,9,76,12969,11,88,12924,11,88
8,256,1,12,10724,8,66,10724,8,66
8,256,2,20,12843,9,79,12842,9,79
8,256,3,28,13739,10,85,13737,10,85
8,256,4,36,14154,10,87,14152,10,87
8,256,5,44,14532,11,90,14530,11,90
8,256,6,52,14561,11,90,14550,11,90
8,256,7,60,14935,11,92,14917,11,92
8,256,8,68,15053,11,93,15040,11,93
8,256,9,76,14636,11,90,14607,11,90
8,288,1,12,11419,8,66,11419,8,66
8,288,2,20,13699,9,79,13698,9,79
8,288,3,28,14652,10,85,14649,10,85
8,288,4,36,15103,11,88,15088,11,88
8,288,5,44,15504,11,90,15495,11,90
8,288,6,52,15716,11,91,15696,11,91
8,288,7,60,15674,11,91,15659,11,91
8,288,8,68,15946,11,93,15928,11,92
8,288,9,76,16042,11,93,16029,11,93
8,320,1,12,13359,8,66,13359,8,66
8,320,2,20,16030,9,79,16030,9,79
8,320,3,28,17129,10,85,17124,10,85
8,320,4,36,17677,11,88,17676,11,88
8,320,5,44,18116,11,90,18090,11,90
8,320,6,52,18415,11,91,18414,11,91
8,320,7,60,18500,11,92,18487,11,92
8,320,8,68,18524,11,92,18448,11,91
8,320,9,76,18834,11,93,18819,11,93
8,352,1,12,13761,8,66,13761,8,66
8,352,2,20,16495,9,79,16494,9,79
8,352,3,28,17663,10,85,17661,10,85
8,352,4,36,18292,11,88,18284,11,88
8,352,5,44,18690,11,90,18675,11,90
8,352,6,52,18960,11,91,18936,11,91
8,352,7,60,19150,11,92,19131,11,92
8,352,8,68,19053,11,92,19008,11,92
8,352,9,76,19284,11,93,19278,11,93
8,384,1,12,15785,8,66,15785,8,66
8,384,2,20,18948,9,79,18948,9,79
8,384,3,28,20270,10,85,20268,10,85
8,384,4,36,21015,11,88,21012,11,88
8,384,5,44,21440,11,90,21435,11,90
8,384,6,52,21746,11,91,21744,11,91
8,384,7,60,22015,11,92,22001,11,92
8,384,8,68,22197,11,93,22192,11,93
8,384,9,76,21910,11,92,21888,11,92
8,416,1,12,16684,8,66,16684,8,66
8,416,2,20,20016,9,79,20016,9,79
8,416,3,28,21420,10,85,21417,10,85
8,416,4,36,22203,11,88,22196,11,88
8,416,5,44,22707,11,90,22705,11,90
8,416,6,52,22877,11,91,22872,11,91
8,416,7,60,23089,11,92,23086,11,92
8,416,8,68,23494,11,93,23488,11,93
8,416,9,76,23484,11,93,23472,11,93
8,448,1,12,19313,8,66,19313,8,66
8,448,2,20,23172,9,79,23172,9,79
8,448,3,28,24782,10,85,24780,10,85
8,448,4,36,25686,11,88,25680,11,88
8,448,5,44,26234,11,90,26230,11,90
8,448,6,52,26650,11,91,26646,11,91
8,448,7,60,26935,11,92,26929,11,92
8,448,8,68,27058,11,93,27048,11,93
8,448,9,76,27147,11,93,27135,11,93
8,480,1,12,20988,8,66,20988,8,66
8,480,2,20,25186,9,79,25186,9,79
8,480,3,28,26977,10,85,26976,10,85
8,480,4,36,27911,11,88,27908,11,88
8,480,5,44,28539,11,90,28525,11,90
8,480,6,52,28860,11,91,28848,11,91
8,480,7,60,29283,11,92,29267,11,92
8,480,8,68,29303,11,93,29296,11,93
8,480,9,76,29703,11,94,29691,11,94
8,512,1,12,21367,8,66,21367,8,66
8,512,2,20,25648,9,79,25648,9,79
8,512,3,28,27433,10,85,27432,10,85
8,512,4,36,28429,11,88,28428,11,88
8,512,5,44,29080,11,90,29075,11,90
8,512,6,52,29482,11,91,29478,11,91
8,512,7,60,29824,11,93,29820,11,92
8,512,8,68,30054,11,93,30048,11,93
8,512,9,76,30068,11,93,30060,11,93
8,544,1,12,21511,8,66,21511,8,66
8,544,2,20,25810,9,79,25810,9,79
8,544,3,28,27625,10,85,27624,10,85
8,544,4,36,28655,11,88,28652,11,88
8,544,5,44,29254,11,90,29250,11,90
8,544,6,52,29759,11,92,29754,11,92
8,544,7,60,30030,11,93,30023,11,93
8,544,8,68,30255,11,93,30248,11,93
8,544,9,76,30080,11,93,30069,11,93
8,576,1,12,24505,8,66,24505,8,66
8,576,2,20,29400,9,79,29400,9,79
8,576,3,28,31501,10,85,31500,10,85
8,576,4,36,32596,11,88,32592,11,88
8,576,5,44,33186,11,90,33180,11,90
8,576,6,52,33686,11,91,33678,11,91
8,576,7,60,34179,11,92,34174,11,92
8,576,8,68,34505,11,93,34504,11,93
8,576,9,76,34643,11,94,34632,11,94
8,608,1,12,24788,8,66,24788,8,66
8,608,2,20,29745,9,79,29744,9,79
8,608,3,28,31864,10,85,31863,10,85
8,608,4,36,33003,11,88,33000,11,88
8,608,5,44,33748,11,90,33745,11,90
8,608,6,52,34274,11,92,34266,11,92
8,608,7,60,34632,11,93,34629,11,93
8,608,8,68,34954,11,93,34944,11,93
8,608,9,76,35155,11,94,35136,11,94
10,40,1,15,1294,6,62,1294,6,62
10,40,2,25,1423,6,68,1422,6,68
10,40,3,35,783,3,37,537,2,25
10,40,4,45,0,0,0,0,0,0
10,40,5,55,0,0,0,0,0,0
10,40,6,65,0,0,0,0,0,0
10,40,7,75,0,0,0,0,0,0
10,40,8,85,0,0,0,0,0,0
10,40,9,95,0,0,0,0,0,0
10,80,1,15,2454,6,66,2454,6,66
10,80,2,25,2812,7,75,2810,7,75
10,80,3,35,3088,8,83,3078,8,82
10,80,4,45,3155,8,85,3148,8,84
10,80,5,55,2680,7,72,2625,7,70
10,80,6,65,1687,4,45,1662,4,44
10,80,7,75,592,1,15,553,1,14
10,80,8,85,48,0,1,0,0,0
10,80,9,95,0,0,0,0,0,0
10,120,1,15,3793,6,66,3793,6,66
10,120,2,25,4495,7,78,4494,7,78
10,120,3,35,4777,8,83,4773,8,83
10,120,4,45,4845,8,84,4840,8,84
10,120,5,55,5086,8,88,5080,8,88
10,120,6,65,5032,8,87,5022,8,87
10,120,7,75,4652,8,81,4627,8,80
10,120,8,85,3970,6,69,3920,6,68
10,120,9,95,3020,5,52,2988,5,52
10,160,1,15,5313,6,66,5313,6,66
10,160,2,25,6358,7,79,6358,7,79
10,160,3,35,6770,8,84,6768,8,84
10,160,4,45,6980,8,87,6952,8,86
10,160,5,55,6681,8,83,6660,8,83
10,160,6,65,7108,8,88,7098,8,88
10,160,7,75,7285,9,91,7245,9,90
10,160,8,85,7225,9,90,7192,8,89
10,160,9,95,7069,8,88,6993,8,87
10,200,1,15,7000,6,66,7000,6,66
10,200,2,25,8282,7,78,8280,7,78
10,200,3,35,8859,8,84,8853,8,84
10,200,4,45,9200,8,87,9196,8,87
10,200,5,55,9239,8,87,9220,8,87
10,200,6,65,8935,8,85,8910,8,84
10,200,7,75,9021,8,85,9016,8,85
10,200,8,85,9505,9,90,9472,9,90
10,200,9,95,9777,9,93,9756,9,92
10,240,1,15,7867,6,66,7867,6,66
10,240,2,25,9416,7,79,9414,7,79
10,240,3,35,10025,8,84,10023,8,84
10,240,4,45,10386,8,87,10380,8,87
10,240,5,55,10602,8,89,10595,8,89
10,240,6,65,10730,9,90,10710,9,90
10,240,7,75,10449,8,88,10430,8,88
10,240,8,85,10367,8,87,10320,8,87
10,240,9,95,10730,9,90,10728,9,90
10,280,1,15,9446,6,66,9446,6,66
10,280,2,25,11282,7,79,11280,7,79
10,280,3,35,12010,8,84,12009,8,84
10,280,4,45,12449,8,87,12440,8,87
10,280,5,55,12491,8,88,12485,8,88
10,280,6,65,13006,9,91,13002,9,91
10,280,7,75,12980,9,91,12957,9,91
10,280,8,85,12932,9,91,12912,9,91
10,280,9,95,12172,8,85,12141,8,85
10,320,1,15,10843,6,66,10843,6,66
10,320,2,25,12974,7,79,12974,7,79
10,320,3,35,13883,8,85,13881,8,85
10,320,4,45,14323,8,87,14308,8,87
10,320,5,55,14675,9,90,14670,9,90
10,320,6,65,14667,9,90,14652,9,90
10,320,7,75,15082,9,92,15078,9,92
10,320,8,85,15168,9,93,15160,9,93
10,320,9,95,14922,9,91,14895,9,91
10,360,1,15,12414,6,66,12414,6,66
10,360,2,25,14889,7,79,14888,7,79
10,360,3,35,15925,8,85,15921,8,85
10,360,4,45,16454,8,88,16440,8,88
10,360,5,55,16847,9,90,16840,9,90
10,360,6,65,17046,9,91,17034,9,91
10,360,7,75,17133,9,91,17122,9,91
10,360,8,85,17376,9,93,17344,9,93
10,360,9,95,17506,9,93,17496,9,93
10,400,1,15,13315,6,66,13315,6,66
10,400,2,25,15971,7,79,15970,7,79
10,400,3,35,17094,8,85,17094,8,85
10,400,4,45,17728,8,88,17728,8,88
10,400,5,55,17986,9,90,17985,9,90
10,400,6,65,18231,9,91,18222,9,91
10,400,7,75,18544,9,92,18529,9,92
10,400,8,85,18555,9,92,18552,9,92
10,400,9,95,18802,9,94,18792,9,94
10,440,1,15,14830,6,66,14830,6,66
10,440,2,25,17786,7,79,17786,7,79
10,440,3,35,19048,8,85,19047,8,85
10,440,4,45,19739,8,88,19736,8,88
10,440,5,55,20138,9,90,20135,9,90
10,440,6,65,20377,9,91,20370,9,91
10,440,7,75,20491,9,92,20482,9,92
10,440,8,85,20615,9,92,20576,9,92
10,440,9,95,20744,9,93,20727,9,93
10,480,1,15,16495,6,66,16495,6,66
10,480,2,25,19792,7,79,19792,7,79
10,480,3,35,21176,8,85,21171,8,85
10,480,4,45,21971,8,88,21968,8,88
10,480,5,55,22419,9,90,22410,9,90
10,480,6,65,22761,9,91,22752,9,91
10,480,7,75,22996,9,92,22988,9,92
10,480,8,85,23094,9,93,23080,9,93
10,480,9,95,22776,9,91,22734,9,91
10,520,1,15,17236,6,66,17236,6,66
10,520,2,25,20682,7,79,20682,7,79
10,520,3,35,22148,8,85,22146,8,85
10,520,4,45,22968,8,88,22968,8,88
10,520,5,55,23452,9,90,23445,9,90
10,520,6,65,23781,9,91,23772,9,91
10,520,7,75,23834,9,92,23807,9,92
10,520,8,85,24271,9,93,24264,9,93
10,520,9,95,24349,9,94,24345,9,94
10,560,1,15,19275,6,66,19275,6,66
10,560,2,25,23132,7,79,23132,7,79
10,560,3,35,24703,8,85,24699,8,85
10,560,4,45,25667,8,88,25664,8,88
10,560,5,55,26199,9,90,26195,9,90
10,560,6,65,26598,9,91,26586,9,91
10,560,7,75,26830,9,92,26817,9,92
10,560,8,85,26949,9,93,26944,9,93
10,560,9,95,27001,9,93,26991,9,93
10,600,1,15,19796,6,66,19796,6,66
10,600,2,25,23749,7,79,23748,7,79
10,600,3,35,25408,8,85,25407,8,85
10,600,4,45,26365,8,88,26364,8,88
10,600,5,55,26913,9,90,26910,9,90
10,600,6,65,27334,9,92,27318,9,91
10,600,7,75,27665,9,93,27657,9,93
10,600,8,85,27669,9,93,27664,9,93
10,600,9,95,27945,9,94,27936,9,94
10,640,1,15,21995,6,66,21995,6,66
10,640,2,25,26384,7,79,26384,7,79
10,640,3,35,28263,8,85,28263,8,85
10,640,4,45,29259,8,88,29256,8,88
10,640,5,55,29936,9,90,29930,9,90
10,640,6,65,30318,9,91,30312,9,91
10,640,7,75,30671,9,92,30667,9,92
10,640,8,85,30891,9,93,30864,9,93
10,640,9,95,30898,9,93,30897,9,93
10,680,1,15,21725,6,66,21725,6,66
10,680,2,25,26066,7,79,26066,7,79
10,680,3,35,27921,8,85,27921,8,85
10,680,4,45,28950,8,88,28948,8,88
10,680,5,55,29540,9,90,29540,9,90
10,680,6,65,30038,9,92,30036,9,92
10,680,7,75,30314,9,93,30310,9,93
10,680,8,85,30589,9,93,30584,9,93
10,680,9,95,30476,9,93,30447,9,93
10,720,1,15,23809,6,66,23809,6,66
10,720,2,25,28552,7,79,28550,7,79
10,720,3,35,30590,8,85,30588,8,85
10,720,4,45,31718,8,88,31716,8,88
10,720,5,55,32351,9,90,32345,9,90
10,720,6,65,32850,9,91,32838,9,91
10,720,7,75,33225,9,93,33201,9,92
10,720,8,85,33516,9,93,33496,9,93
10,720,9,95,33677,9,94,33651,9,94
10,760,1,15,24432,6,66,24432,6,66
10,760,2,25,29314,7,79,29314,7,79
10,760,3,35,31385,8,85,31383,8,85
10,760,4,45,32531,8,88,32524,8,88
10,760,5,55,33287,9,90,33280,9,90
10,760,6,65,33722,9,92,33714,9,91
10,760,7,75,34169,9,93,34160,9,93
10,760,8,85,34342,9,93,34328,9,93
10,760,9,95,34654,9,94,34641,9,94
12,48,1,18,1315,5,64,1315,5,64
12,48,2,30,1466,5,71,1462,5,71
12,48,3,42,406,1,19,381,1,18
12,48,4,54,0,0,0,0,0,0
12,48,5,66,0,0,0,0,0,0
12,48,6,78,0,0,0,0,0,0
12,48,7,90,0,0,0,0,0,0
12,48,8,102,0,0,0,0,0,0
12,48,9,114,0,0,0,0,0,0
12,96,1,18,2719,5,66,2719,5,66
12,96,2,30,3117,6,75,3104,6,75
12,96,3,42,3439,6,83,3435,6,83
12,96,4,54,3491,7,84,3484,7,84
12,96,5,66,3143,6,76,3060,6,74
12,96,6,78,2431,4,59,2412,4,58
12,96,7,90,1053,2,25,973,1,23
12,96,8,102,35,0,0,0,0,0
12,96,9,114,0,0,0,0,0,0
12,144,1,18,4138,5,66,4138,5,66
12,144,2,30,4862,6,77,4862,6,77
12,144,3,42,5229,6,83,5226,6,83
12,144,4,54,5197,6,83,5192,6,83
12,144,5,66,5540,7,88,5535,7,88
12,144,6,78,5481,7,87,5466,7,87
12,144,7,90,5318,7,85,5278,7,84
12,144,8,102,4896,6,78,4864,6,77
12,144,9,114,3855,5,61,3825,5,61
12,192,1,18,5436,5,66,5436,5,66
12,192,2,30,6497,6,79,6496,6,79
12,192,3,42,6927,7,84,6912,7,84
12,192,4,54,7177,7,87,7172,7,87
12,192,5,66,6726,6,81,6720,6,81
12,192,6,78,7271,7,88,7266,7,88
12,192,7,90,7485,7,91,7441,7,90
12,192,8,102,7492,7,91,7432,7,90
12,192,9,114,7348,7,89,7335,7,89
12,240,1,18,6784,5,66,6784,5,66
12,240,2,30,8142,6,79,8142,6,79
12,240,3,42,8675,7,85,8673,7,85
12,240,4,54,8992,7,88,8992,7,88
12,240,5,66,9150,7,89,9145,7,89
12,240,6,78,8766,7,85,8748,7,85
12,240,7,90,9023,7,88,9016,7,88
12,240,8,102,9362,7,91,9360,7,91
12,240,9,114,9480,7,92,9468,7,92
12,288,1,18,7907,5,66,7907,5,66
12,288,2,30,9477,6,79,9476,6,79
12,288,3,42,10105,7,84,10101,7,84
12,288,4,54,10430,7,87,10424,7,87
12,288,5,66,10721,7,90,10720,7,90
12,288,6,78,10838,7,91,10830,7,91
12,288,7,90,10460,7,87,10437,7,87
12,288,8,102,10389,7,87,10376,7,87
12,288,9,114,10846,7,91,10836,7,91
12,336,1,18,9561,5,66,9561,5,66
12,336,2,30,11412,6,79,11412,6,79
12,336,3,42,12175,7,84,12174,7,84
12,336,4,54,12654,7,88,12648,7,88
12,336,5,66,12600,7,87,12595,7,87
12,336,6,78,13158,7,91,13152,7,91
12,336,7,90,13225,7,92,13216,7,92
12,336,8,102,12917,7,89,12904,7,89
12,336,9,114,12281,7,85,12258,7,85
12,384,1,18,10908,5,66,10908,5,66
12,384,2,30,13060,6,79,13060,6,79
12,384,3,42,13997,7,85,13995,7,85
12,384,4,54,14526,7,88,14520,7,88
12,384,5,66,14776,7,90,14770,7,90
12,384,6,78,14836,7,90,14826,7,90
12,384,7,90,15013,7,91,15008,7,91
12,384,8,102,15258,7,93,15240,7,93
12,384,9,114,14843,7,90,14841,7,90
12,432,1,18,11373,5,66,11373,5,66
12,432,2,30,13647,6,79,13646,6,79
12,432,3,42,14574,7,85,14574,7,85
12,432,4,54,15018,7,87,15016,7,87
12,432,5,66,15444,7,90,15440,7,90
12,432,6,78,15636,7,91,15630,7,91
12,432,7,90,15756,7,92,15750,7,92
12,432,8,102,15900,7,93,15896,7,93
12,432,9,114,16032,7,93,16020,7,93
12,480,1,18,13252,5,66,13252,5,66
12,480,2,30,15888,6,79,15888,6,79
12,480,3,42,16973,7,85,16971,7,85
12,480,4,54,17616,7,88,17616,7,88
12,480,5,66,17812,7,89,17805,7,89
12,480,6,78,18113,7,91,18108,7,91
12,480,7,90,18416,7,92,18410,7,92
12,480,8,102,18343,7,92,18336,7,92
12,480,9,114,18778,7,94,18774,7,94
12,528,1,18,15675,5,66,15675,5,66
12,528,2,30,18808,6,79,18808,6,79
12,528,3,42,20113,7,85,20112,7,85
12,528,4,54,20855,7,88,20852,7,88
12,528,5,66,21188,7,90,21180,7,90
12,528,6,78,21522,7,91,21522,7,91
12,528,7,90,21856,7,92,21847,7,92
12,528,8,102,21552,7,91,21544,7,91
12,528,9,114,21990,7,93,21978,7,93
12,576,1,18,15815,5,66,15815,5,66
12,576,2,30,18975,6,79,18974,6,79
12,576,3,42,20299,7,85,20298,7,85
12,576,4,54,21056,7,88,21052,7,88
12,576,5,66,21467,7,90,21460,7,90
12,576,6,78,21718,7,91,21702,7,91
12,576,7,90,22019,7,92,21994,7,92
12,576,8,102,22115,7,93,22096,7,93
12,576,9,114,21761,7,91,21735,7,91
12,624,1,18,18210,5,66,18210,5,66
12,624,2,30,21851,6,79,21850,6,79
12,624,3,42,23397,7,85,23397,7,85
12,624,4,54,24267,7,88,24260,7,88
12,624,5,66,24747,7,90,24745,7,90
12,624,6,78,25056,7,91,25038,7,91
12,624,7,90,25108,7,91,25095,7,91
12,624,8,102,25422,7,93,25408,7,92
12,624,9,114,25717,7,94,25695,7,94
12,672,1,18,18081,5,66,18081,5,66
12,672,2,30,21682,6,79,21682,6,79
12,672,3,42,23211,7,85,23211,7,85
12,672,4,54,24088,7,88,24088,7,88
12,672,5,66,24608,7,90,24605,7,90
12,672,6,78,24964,7,92,24960,7,92
12,672,7,90,25119,7,92,25116,7,92
12,672,8,102,25468,7,93,25464,7,93
12,672,9,114,25544,7,94,25533,7,94
12,720,1,18,20299,5,66,20299,5,66
12,720,2,30,24336,6,79,24336,6,79
12,720,3,42,26077,7,85,26076,7,85
12,720,4,54,27035,7,88,27032,7,88
12,720,5,66,27500,7,90,27495,7,90
12,720,6,78,27989,7,91,27984,7,91
12,720,7,90,28243,7,92,28210,7,92
12,720,8,102,28341,7,93,28312,7,92
12,720,9,114,28641,7,94,28629,7,93
12,768,1,18,21115,5,66,21115,5,66
12,768,2,30,25332,6,79,25332,6,79
12,768,3,42,27102,7,85,27102,7,85
12,768,4,54,28144,7,88,28144,7,88
12,768,5,66,28760,7,90,28760,7,90
12,768,6,78,29198,7,92,29196,7,92
12,768,7,90,29462,7,93,29456,7,92
12,768,8,102,29717,7,93,29712,7,93
12,768,9,114,29818,7,94,29817,7,94
12,816,1,18,23389,5,66,23389,5,66
12,816,2,30,28056,6,79,28056,6,79
12,816,3,42,30055,7,85,30054,7,85
12,816,4,54,31166,7,88,31164,7,88
12,816,5,66,31841,7,90,31840,7,90
12,816,6,78,32335,7,92,32334,7,92
12,816,7,90,32483,7,92,32480,7,92
12,816,8,102,32858,7,93,32840,7,93
12,816,9,114,33013,7,94,33003,7,94
12,864,1,18,23682,5,66,23682,5,66
12,864,2,30,28416,6,79,28416,6,79
12,864,3,42,30444,7,85,30444,7,85
12,864,4,54,31562,7,88,31560,7,88
12,864,5,66,32243,7,90,32240,7,90
12,864,6,78,32687,7,91,32682,7,91
12,864,7,90,33093,7,93,33089,7,93
12,864,8,102,33369,7,93,33368,7,93
12,864,9,114,33569,7,94,33561,7,94
12,912,1,18,24490,5,66,24490,5,66
12,912,2,30,29386,6,79,29386,6,79
12,912,3,42,31476,7,85,31476,7,85
12,912,4,54,32624,7,88,32624,7,88
12,912,5,66,33388,7,90,33385,7,90
12,912,6,78,33858,7,92,33858,7,92
12,912,7,90,34252,7,93,34244,7,93
12,912,8,102,34429,7,93,34424,7,93
12,912,9,114,34753,7,94,34749,7,94
14,56,1,21,1201,4,63,1201,4,63
14,56,2,35,1218,4,63,1214,4,63
14,56,3,49,755,2,39,753,2,39
14,56,4,63,0,0,0,0,0,0
14,56,5,77,0,0,0,0,0,0
14,56,6,91,0,0,0,0,0,0
14,56,7,105,0,0,0,0,0,0
14,56,8,119,0,0,0,0,0,0
14,56,9,133,0,0,0,0,0,0
14,112,1,21,2436,4,66,2436,4,66
14,112,2,35,2887,5,78,2886,5,78
14,112,3,49,3010,5,81,3006,5,81
14,112,4,63,2977,5,80,2972,5,80
14,112,5,77,2688,5,73,2685,5,73
14,112,6,91,1897,3,51,1854,3,50
14,112,7,105,677,1,18,616,1,16
14,112,8,119,1,0,0,0,0,0
14,112,9,133,0,0,0,0,0,0
14,168,1,21,4105,4,65,4105,4,65
14,168,2,35,4823,5,77,4822,5,77
14,168,3,49,5179,5,83,5178,5,83
14,168,4,63,5126,5,82,5124,5,82
14,168,5,77,5485,6,87,5475,6,87
14,168,6,91,5559,6,89,5538,6,88
14,168,7,105,5290,6,84,5250,6,84
14,168,8,119,4791,5,76,4672,5,74
14,168,9,133,3912,4,62,3771,4,60
14,224,1,21,5261,4,66,5261,4,66
14,224,2,35,6300,5,79,6300,5,79
14,224,3,49,6701,6,84,6699,6,84
14,224,4,63,6850,6,86,6844,6,86
14,224,5,77,6776,6,85,6765,6,85
14,224,6,91,7051,6,89,7044,6,88
14,224,7,105,7286,6,91,7273,6,91
14,224,8,119,7170,6,90,7160,6,90
14,224,9,133,6913,6,87,6885,6,86
14,280,1,21,6580,4,66,6580,4,66
14,280,2,35,7799,5,78,7796,5,78
14,280,3,49,8376,6,84,8367,6,84
14,280,4,63,8686,6,87,8684,6,87
14,280,5,77,8876,6,89,8865,6,89
14,280,6,91,8509,6,86,8484,6,85
14,280,7,105,8691,6,87,8687,6,87
14,280,8,119,9039,6,91,9032,6,91
14,280,9,133,9201,6,93,9189,6,92
14,336,1,21,8008,4,66,8008,4,66
14,336,2,35,9595,5,79,9594,5,79
14,336,3,49,10213,6,84,10212,6,84
14,336,4,63,10488,6,87,10488,6,87
14,336,5,77,10837,6,90,10835,6,90
14,336,6,91,10906,6,90,10902,6,90
14,336,7,105,10510,6,87,10500,6,87
14,336,8,119,10367,6,86,10360,6,86
14,336,9,133,10835,6,90,10827,6,90
14,392,1,21,9351,4,66,9351,4,66
14,392,2,35,11198,5,79,11198,5,79
14,392,3,49,11919,6,84,11919,6,84
14,392,4,63,12411,6,88,12408,6,88
14,392,5,77,12456,6,88,12450,6,88
14,392,6,91,12802,6,91,12798,6,91
14,392,7,105,12922,6,92,12915,6,92
14,392,8,119,12595,6,89,12584,6,89
14,392,9,133,12076,6,86,12060,6,85
14,448,1,21,10595,4,66,10595,4,66
14,448,2,35,12691,5,79,12690,5,79
14,448,3,49,13546,6,85,13545,6,85
14,448,4,63,13960,6,87,13960,6,87
14,448,5,77,14347,6,90,14345,6,90
14,448,6,91,14232,6,89,14226,6,89
